DIA,COD_POST_ADRE,CONSUM,YEAR,MONTH,DAY,Desc_Mes,Temperatura,Sector_Economic,Valor
2021-04-16,8037,360,2021,4,16,Abril,12.9,Serveis,96307
2021-04-26,8019,588,2021,4,26,Abril,12.9,Serveis,165650
2021-04-26,8003,1148,2021,4,26,Abril,12.9,Serveis,278769
2021-04-23,8028,512,2021,4,23,Abril,12.9,Serveis,472500
2021-04-26,8027,2976,2021,4,26,Abril,12.9,Serveis,176610
2021-04-02,8039,5733,2021,4,2,Abril,12.9,Serveis,179850
2021-04-03,8042,2407,2021,4,3,Abril,12.9,Serveis,122278
2021-04-22,8029,591,2021,4,22,Abril,12.9,Serveis,277053
2021-04-26,8042,8680,2021,4,26,Abril,12.9,Serveis,150890
2021-04-12,8036,764,2021,4,12,Abril,12.9,Serveis,209706
2021-04-03,8027,1261,2021,4,3,Abril,12.9,Serveis,138641
2021-04-03,8003,387,2021,4,3,Abril,12.9,Serveis,246727
2021-04-30,8027,2484,2021,4,30,Abril,12.9,Serveis,178998
2021-04-16,8013,504,2021,4,16,Abril,12.9,Serveis,174666
2021-04-11,8023,478,2021,4,11,Abril,12.9,Serveis,103183
2021-04-05,8007,747,2021,4,5,Abril,12.9,Serveis,268967
2021-04-07,8001,485,2021,4,7,Abril,12.9,Serveis,182870
2021-04-28,8023,492,2021,4,28,Abril,12.9,Serveis,133885
2021-04-17,8025,426,2021,4,17,Abril,12.9,Serveis,226679
2021-04-01,8023,619,2021,4,1,Abril,12.9,Serveis,124368
2021-04-19,8037,401,2021,4,19,Abril,12.9,Serveis,97307
2021-04-14,8020,448,2021,4,14,Abril,12.9,Serveis,291399
2021-04-05,8039,10204,2021,4,5,Abril,12.9,Serveis,193494
2021-04-19,8009,510,2021,4,19,Abril,12.9,Serveis,117095
2021-04-18,8017,873,2021,4,18,Abril,12.9,Serveis,178421
2021-04-15,8034,1257,2021,4,15,Abril,12.9,Serveis,315002
2021-04-10,8027,1814,2021,4,10,Abril,12.9,Serveis,145373
2021-04-17,8010,534,2021,4,17,Abril,12.9,Serveis,79136
2021-04-02,8028,461,2021,4,2,Abril,12.9,Serveis,357651
2021-04-30,8001,423,2021,4,30,Abril,12.9,Serveis,179222
2021-04-16,8010,476,2021,4,16,Abril,12.9,Serveis,92965
2021-04-08,8040,9902,2021,4,8,Abril,12.9,Serveis,559180
2021-04-09,8042,10783,2021,4,9,Abril,12.9,Serveis,148675
2021-04-09,8027,3402,2021,4,9,Abril,12.9,Serveis,180304
2021-04-02,8034,1050,2021,4,2,Abril,12.9,Serveis,242537
2021-04-09,8019,598,2021,4,9,Abril,12.9,Serveis,162881
2021-04-23,8008,539,2021,4,23,Abril,12.9,Serveis,131509
2021-04-20,8004,411,2021,4,20,Abril,12.9,Serveis,147156
2021-04-29,8012,289,2021,4,29,Abril,12.9,Serveis,104547
2021-04-03,8024,376,2021,4,3,Abril,12.9,Serveis,101131
2021-04-02,8018,376,2021,4,2,Abril,12.9,Serveis,266722
2021-04-28,8006,399,2021,4,28,Abril,12.9,Serveis,245259
2021-04-18,8029,396,2021,4,18,Abril,12.9,Serveis,183060
2021-04-25,8028,482,2021,4,25,Abril,12.9,Serveis,334684
2021-04-26,8021,493,2021,4,26,Abril,12.9,Serveis,182190
2021-04-07,8032,378,2021,4,7,Abril,12.9,Serveis,65352
2021-04-26,8040,9880,2021,4,26,Abril,12.9,Serveis,554894
2021-04-15,8029,498,2021,4,15,Abril,12.9,Serveis,275689
2021-04-10,8019,557,2021,4,10,Abril,12.9,Serveis,134612
2021-04-28,8015,367,2021,4,28,Abril,12.9,Serveis,257864
2021-04-16,8023,584,2021,4,16,Abril,12.9,Serveis,136500
2021-04-20,8038,602,2021,4,20,Abril,12.9,Serveis,231740
2021-04-07,8002,413,2021,4,7,Abril,12.9,Serveis,363506
2021-04-03,8040,6433,2021,4,3,Abril,12.9,Serveis,442038
2021-04-01,8015,395,2021,4,1,Abril,12.9,Serveis,236515
2021-04-22,8042,5724,2021,4,22,Abril,12.9,Serveis,147211
2021-04-03,8021,500,2021,4,3,Abril,12.9,Serveis,128945
2021-04-11,8022,849,2021,4,11,Abril,12.9,Serveis,107103
2021-04-22,8035,1273,2021,4,22,Abril,12.9,Serveis,322506
2021-04-04,8032,323,2021,4,4,Abril,12.9,Serveis,46803
2021-04-16,8020,584,2021,4,16,Abril,12.9,Serveis,291390
2021-04-06,8019,720,2021,4,6,Abril,12.9,Serveis,161647
2021-04-18,8038,541,2021,4,18,Abril,12.9,Serveis,170722
2021-04-22,8003,1184,2021,4,22,Abril,12.9,Serveis,288002
2021-04-10,8010,532,2021,4,10,Abril,12.9,Serveis,79151
2021-04-05,8025,343,2021,4,5,Abril,12.9,Serveis,217178
2021-04-06,8042,25995,2021,4,6,Abril,12.9,Serveis,145679
2021-04-13,8012,280,2021,4,13,Abril,12.9,Serveis,103251
2021-04-06,8035,2207,2021,4,6,Abril,12.9,Serveis,321893
2021-04-11,8016,13468,2021,4,11,Abril,12.9,Serveis,96120
2021-04-10,8020,771,2021,4,10,Abril,12.9,Serveis,256236
2021-04-12,8012,265,2021,4,12,Abril,12.9,Serveis,102054
2021-04-29,8006,479,2021,4,29,Abril,12.9,Serveis,243938
2021-04-23,8014,434,2021,4,23,Abril,12.9,Serveis,282973
2021-04-06,8027,5981,2021,4,6,Abril,12.9,Serveis,178962
